popularity,budget,revenue,original_title,runtime,vote_average,genre
2.28135,25000000.0,42972994.0,Legend,131.0,6.7,Crime
2.272044,,45895.0,Beyond the Reach,95.0,5.5,Thriller
2.234573,150000000.0,128388320.0,Pan,111.0,5.9,Adventure
2.165433,,,Mythica: The Darkspore,108.0,5.1,Action
2.141506,,,Me and Earl and the Dying Girl,105.0,7.7,Comedy
2.140199,99000000.0,246233113.0,The Peanuts Movie,88.0,6.4,Adventure
2.121884,35000000.0,48623572.0,Concussion,123.0,6.9,Drama
2.096273,25000000.0,52395996.0,The Night Before,100.0,6.1,Comedy
2.080935,2500000.0,5214043.0,Knock Knock,99.0,4.8,Drama
2.070708,34000000.0,63013281.0,The Longest Ride,128.0,7.3,Romance
2.060162,80000000.0,466183544.0,Hotel Transylvania 2,89.0,6.8,Animation
2.055572,17000000.0,24000000.0,Love the Coopers,107.0,5.3,Family
2.049886,35000000.0,61181942.0,The Walk,123.0,6.8,Adventure
2.026651,11000000.0,1863315.0,Tracers,94.0,5.9,Action
2.000338,31000000.0,104384188.0,Vacation,99.0,6.1,Adventure
1.984529,35000000.0,95437994.0,Poltergeist,93.0,5.0,Horror
1.980039,4000000.0,187112.0,Maggie,95.0,5.1,Horror
1.959765,,2000000.0,Equals,101.0,5.6,Drama
1.95632,50000000.0,3324330.0,Child 44,137.0,5.9,Crime
1.926739,5000000.0,58978653.0,The Gift,108.0,6.6,Thriller
1.904898,50000000.0,240360392.0,Daddy's Home,96.0,5.7,Comedy
1.876037,,,Mythica: The Necromancer,,5.4,Fantasy
1.872696,10000000.0,,Vice,96.0,4.1,Thriller
1.865007,64000000.0,97571250.0,The Little Prince,92.0,7.5,Adventure
1.841779,,233755553.0,Alvin and the Chipmunks: The Road Chip,92.0,5.7,Adventure
1.82313,11930000.0,18340000.0,The Dressmaker,118.0,6.9,Drama
1.758618,8500000.0,43528634.0,The DUFF,100.0,6.8,Romance
1.742286,10000000.0,52882018.0,Sinister 2,97.0,5.5,Horror
1.73518,30000000.0,107597242.0,Paul Blart: Mall Cop 2,94.0,5.3,Action
1.72471199999999,,,Frozen Fever,8.0,7.0,Adventure
1.661789,,,High-Rise,119.0,5.4,Action
1.65107799999999,4000000.0,50163103.0,The Boy Next Door,91.0,3.9,Thriller
1.646664,,,Spooks: The Greater Good,104.0,5.6,Thriller
1.532997,30000000.0,49263404.0,Entourage,104.0,6.2,Comedy
1.510096,23000000.0,79799880.0,The Wedding Ringer,101.0,6.5,Comedy
1.499614,15000000.0,14860766.0,Scouts Guide to the Zombie Apocalypse,93.0,6.2,Comedy
1.495112,5000000.0,98450062.0,The Visit,94.0,5.9,Horror
1.48324599999999,53000000.0,99775678.0,Black Mass,122.0,6.3,Crime
1.449072,8900000.0,50136.0,Heist,93.0,5.4,Crime
1.448002,15000000.0,61548707.0,Krampus,98.0,5.9,Horror
1.443406,20000000.0,208588.0,Dark Places,113.0,5.7,Drama
1.41239,5000000.0,54418872.0,No Escape,103.0,6.7,Action
1.40805,700000.0,17986781.0,Dope,103.0,7.3,Crime
1.388251,28000000.0,28208085.0,American Ultra,96.0,5.9,Comedy
1.388032,11000000.0,61619773.0,Woman in Gold,120.0,7.3,Drama
1.38032,,,The Scorpion King: The Lost Throne,105.0,4.5,Action
1.376605,30000000.0,105011053.0,Sisters,118.0,5.9,Comedy
1.360926,12000000.0,32248241.0,Project Almanac,106.0,6.3,Science Fiction
1.360827,,5189646.0,Absolutely Anything,85.0,5.8,Comedy
1.355822,25000000.0,72629670.0,The Transporter Refueled,96.0,5.3,Thriller
1.345982,55000000.0,74679822.0,Crimson Peak,119.0,6.4,Mystery
1.342839,,,Everly,90.0,5.1,Thriller
1.338481,14800000.0,122413057.0,Magic Mike XXL,115.0,6.3,Comedy
1.338322,10000000.0,78099553.0,Paranormal Activity: The Ghost Dimension,88.0,5.0,Horror
1.329702,,229094.0,Slow West,84.0,6.6,Romance
1.316239,15000000.0,8235661.0,Trumbo,124.0,7.2,Drama
1.315266,19500000.0,32189727.0,Secret in Their Eyes,111.0,6.2,Crime
1.29314,,2500431.0,Mistress America,84.0,6.4,Comedy
1.291013,74000000.0,311594032.0,The SpongeBob Movie: Sponge Out of Water,93.0,5.7,Family
1.284541,,4719695.0,True Story,100.0,6.0,Crime
1.278928,20000000.0,43967255.0,Max,111.0,7.0,Adventure
1.25358,,59700000.0,Shaun the Sheep Movie,85.0,6.9,Family
1.251681,11000000.0,,Louder Than Bombs,109.0,6.3,Drama
1.245224,,1702433.0,A Perfect Day,106.0,6.3,Comedy
1.225325,40000000.0,10664749.0,The Gunman,115.0,5.6,Action
1.191138,1000000.0,62882090.0,Unfriended,82.0,5.6,Horror
1.178831,35000000.0,51680201.0,Hot Pursuit,87.0,5.5,Action
1.164724,10000000.0,104303851.0,Insidious: Chapter 3,97.0,6.3,Drama
1.161812,,118483.0,Z for Zachariah,97.0,5.5,Drama
1.144808,,,Dragonheart 3: The Sorcerer's Curse,97.0,4.5,Action
1.142518,6000000.0,41387687.0,The Lady in the Van,104.0,5.9,Comedy
1.138395,40000000.0,34227298.0,Victor Frankenstein,109.0,5.5,Drama
1.128081,,,Brothers of the Wind,98.0,7.5,Adventure
1.125239,8000000.0,3759286.0,Anomalisa,90.0,6.7,Animation
1.073349,1800000.0,,Bone Tomahawk,132.0,6.3,Horror
1.065888,,17671101.0,Regression,106.0,5.2,Horror
1.063055,,,Pawn Sacrifice,114.0,6.6,Drama
1.046518,,11472454.0,The Man Who Knew Infinity,108.0,7.1,Drama
1.041922,20000000.0,,Momentum,96.0,5.8,Thriller
1.03839,2000000.0,1477002.0,The Diary of a Teenage Girl,102.0,6.8,Drama
1.036825,,,Pay the Ghost,94.0,5.3,Horror
1.02762,,,The Voices,101.0,6.0,Horror
1.021441,,3643591.0,Last Knights,115.0,6.3,Action
1.008474,12000000.0,,Il racconto dei racconti,125.0,5.7,Romance
1.007054,11000000.0,27391084.0,Irrational Man,95.0,6.1,Mystery
0.973316,15000000.0,,Queen of the Desert,128.0,6.0,Drama
0.956096,18000000.0,41325328.0,Ricki and the Flash,100.0,5.5,Comedy
0.953647,,,Miss You Already,112.0,7.2,Comedy
0.953046,630019.0,,Kung Fury,31.0,7.7,Action
0.950793,12000000.0,60273173.0,The Perfect Guy,100.0,5.6,Drama
0.938432,,1936524.0,A Bigger Splash,120.0,5.8,Crime
0.93762,10000000.0,7587485.0,While We're Young,97.0,5.9,Drama
0.927339,40000000.0,106511453.0,Get Hard,100.0,5.9,Comedy
0.91704,,,Kidnapping Mr. Heineken,95.0,5.8,Drama
0.913085,60000000.0,,The Ridiculous 6,119.0,4.8,Comedy
0.90686,,,Kill Me Three Times,90.0,5.1,Comedy
0.906036,25000000.0,24902723.0,The 33,120.0,5.8,History
0.898295999999999,14000000.0,16002420.0,Suffragette,106.0,7.1,Drama
0.894477,,,45 Years,95.0,6.0,Drama
0.880937999999999,6000000.0,11122090.0,We Are Your Friends,96.0,6.2,Drama
0.880268,,6075.0,Barely Lethal,96.0,5.5,Adventure
0.874641,,13192457.0,Macbeth,113.0,6.4,History
0.872149,,16775.0,Extraction,83.0,4.2,Action
0.861179,,,Jenny's Wedding,94.0,5.2,Comedy
0.848748,,,Descendants,112.0,6.7,Music
0.843174,,,Tumbledown,105.0,6.6,Music
0.842202,,30229977.0,Far from the Madding Crowd,119.0,6.9,Romance
0.836940999999999,,3002884.0,The End of the Tour,106.0,7.3,Drama
0.832487,10000000.0,85978266.0,The Second Best Exotic Marigold Hotel,122.0,6.4,Drama
0.829111,20000000.0,6420319.0,Little Boy,106.0,7.1,Comedy
0.821443,,,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,48.0,6.4,Action
0.820691,,1986615.0,Remember,94.0,7.7,Drama
0.814206,37000000.0,26250020.0,Aloha,105.0,5.2,Adventure
0.813893,26000000.0,,Accidental Love,100.0,3.6,Romance
0.810667,,,Halo: The Fall of Reach,67.0,5.3,Action
0.795762,28000000.0,7002261.0,Our Brand Is Crisis,108.0,5.7,Drama
0.792471,,,Into the Forest,101.0,5.1,Drama
0.787968999999999,,231737.0,The Invitation,100.0,6.4,Thriller
0.781809,,,The Benefactor,90.0,4.5,Drama
0.773909,,,Open Season: Scared Silly,85.0,5.6,Animation
0.77107,,134552.0,Cop Car,86.0,5.5,Thriller
0.768138,,,Mojave,93.0,4.3,Thriller
0.758133,,3214116.0,Sleeping with Other People,100.0,6.2,Comedy
0.747541,11000000.0,,Forsaken,90.0,5.6,Western
0.738404,,8413144.0,Amy,128.0,7.5,Documentary
0.7299,,,Madame Bovary,118.0,5.3,Drama
0.719407,,,The Hallow,97.0,4.9,Fantasy
0.714131,,,Barbie in Princess Power,74.0,5.5,Family
0.707355,,,Howl,89.0,4.9,Horror
0.706023,7000000.0,573335.0,Freeheld,103.0,7.1,Romance
0.701369999999999,,,Man Up,88.0,6.5,Romance
0.699932,3000000.0,695269.0,Love,134.0,4.7,Drama
0.69957,9600000.0,2541554.0,Truth,121.0,6.4,Drama
0.696184,,,Return to Sender,95.0,5.0,Thriller
0.690479,10000000.0,10835752.0,Danny Collins,107.0,6.6,Comedy
0.689578999999999,15000000.0,3020664.0,Rock the Kasbah,100.0,5.1,Comedy
0.689571,2240000.0,,Fathers and Daughters,116.0,7.0,Drama
0.673792,1000000.0,14444999.0,"Hello, My Name Is Doris",95.0,6.6,Comedy
0.669351,13000000.0,1784763.0,The Vatican Tapes,91.0,4.5,Thriller
0.661471,8000000.0,1411927.0,99 Homes,112.0,6.8,Drama
0.661163,14000000.0,12314651.0,Hot Tub Time Machine 2,93.0,5.0,Comedy
0.654335,,,Knight of Cups,118.0,5.7,Romance
0.654046,4000000.0,143101.0,Manglehorn,97.0,5.0,Drama
0.649628,,,Mississippi Grind,108.0,5.7,Drama
0.644786,,,400 Days,91.0,4.2,Mystery
0.640151,,,Lava,7.0,7.3,Animation
0.638556999999999,,,Air,94.0,4.7,Thriller
0.633608,,,Riot,88.0,5.0,Action
0.629560999999999,,,Septembers of Shiraz,110.0,5.9,Drama
0.607124,,8034.0,Every Thing Will Be Fine,118.0,5.1,Drama
0.606113,,,Extinction,110.0,5.3,Drama
0.604928,,,The Childhood of a Leader,116.0,3.6,Mystery
0.602165,8000000.0,35991087.0,A Walk in the Woods,104.0,5.4,Drama
0.599751,,,Clown,100.0,5.2,Horror
0.599655,3300000.0,64110728.0,The Lazarus Effect,83.0,4.9,Thriller
0.589472,,,Batman vs. Robin,72.0,6.8,Action
0.586735,8000000.0,,Careful What You Wish For,91.0,5.4,Thriller
0.584363,,,Racing Extinction,90.0,7.8,Adventure
0.577814,35000000.0,14431253.0,Unfinished Business,90.0,4.9,Comedy
0.570743999999999,2000000.0,45431.0,Lost River,95.0,5.7,Fantasy
0.569443,,,Cobain: Montage of Heck,132.0,7.5,Music
0.561032,,,Hyena Road,120.0,5.7,War
0.560743999999999,7000000.0,,Criminal Activities,94.0,5.9,Thriller
0.560423,12000000.0,,Life,112.0,5.9,Drama
0.553238,,45710059.0,"McFarland, USA",128.0,7.4,Drama
0.548586999999999,,,Backtrack,90.0,5.4,Horror
0.547827,,,X+Y,111.0,6.0,Drama
0.546458,3000000.0,,Home Sweet Hell,98.0,4.9,Drama
0.542568,6000000.0,,Ooops! Noah is Gone...,85.0,5.7,Animation
0.5327,,,The Unspoken,90.0,4.1,Thriller
0.532239,,,Hot Girls Wanted,84.0,5.9,Documentary
0.532205,100000.0,42664410.0,The Gallows,87.0,5.0,Horror
0.52985,,,Dirty Weekend,93.0,4.8,Drama
0.527957,,,I Spit on Your Grave III: Vengeance is Mine,91.0,5.0,Horror
0.526642,,,Experimenter,97.0,6.9,History
0.524315,10000000.0,3334927.0,By the Sea,122.0,5.4,Drama
0.52025,,,Woodlawn,123.0,6.8,Drama
0.516954,,,The Hollow,90.0,5.1,Horror
0.515401,,,Visions,80.0,5.5,Thriller
0.514735,,1236094.0,Beyond the Mask,103.0,6.2,Action
0.513386,,,I Am Here,97.0,4.0,Drama
0.50732,,,Wild Horses,100.0,4.1,Crime
0.504827999999999,,,Pressure,91.0,5.0,Drama
0.502489,,,Hidden,83.0,6.5,Thriller
0.497265,,157768.0,Hell & Back,86.0,4.3,Fantasy
0.486351,21000000.0,,Robot Overlords,90.0,4.9,Adventure
0.482422,,,The Man with the Iron Fists 2,90.0,4.7,Action
0.47784,,,LEGO DC Comics Super Heroes: Justice League: Attack of the Legion of Doom!,67.0,6.8,Action
0.476341,,,Crown for Christmas,84.0,7.6,TV Movie
0.475473,,,Spare Parts,83.0,6.6,Action
0.474788,,,The World Made Straight,119.0,5.8,Drama
0.474626,,,Last Shift,88.0,5.6,Horror
0.473344,,,Frankenstein,89.0,4.5,Horror
0.471393,,,Cartel Land,100.0,7.5,Drama
0.471091,20000000.0,,Superfast!,99.0,4.4,Comedy
0.470991,,,Moonwalkers,107.0,6.0,Comedy
0.470124,,,Chi-Raq,127.0,5.9,Music
0.467556,5300000.0,,Bad Asses on the Bayou,85.0,5.8,Comedy
0.465707,,13603453.0,Strange Magic,99.0,6.1,Music
0.46209,9000000.0,21571189.0,Black or White,121.0,6.7,Drama
0.459597,,,Dead Rising,118.0,4.9,Horror
0.454151,,,Deathgasm,86.0,6.5,Comedy
0.452939,,,Justice League: Gods and Monsters,76.0,6.9,Action
0.450872,13000000.0,1646788.0,I Saw the Light,123.0,5.6,Drama
0.45016,,316472.0,Good Kill,104.0,5.7,Action
0.444265,,,Southbound,89.0,6.0,Fantasy
0.444193,,,Star Trek: Renegades,88.0,4.1,Action
0.443525,,,The Boy,110.0,6.1,Thriller
0.442835,,,Riley's First Date?,5.0,7.3,Animation
0.442427,,3286448.0,The Program,103.0,5.9,Drama
0.442067,,,Lila & Eve,94.0,5.2,Thriller
0.441882,,,The Final Girls,91.0,6.6,Horror
0.441402,,,He Never Died,99.0,6.3,Thriller
0.439597999999999,,,A Very Murray Christmas,56.0,5.4,Comedy
0.438409,,,Kill Your Friends,100.0,5.5,Thriller
0.437088,,,Battle For SkyArk,88.0,3.5,Family
0.435582,5000000.0,2333684.0,Jem and the Holograms,119.0,5.7,Drama
0.433072999999999,,,The Adderall Diaries,105.0,4.8,Thriller
0.429892,10000000.0,,Grizzly,94.0,5.0,Action
0.427116,,,Where to Invade Next,120.0,7.2,Documentary
0.424813,6000000.0,90777.0,Beasts of No Nation,137.0,7.5,Drama
0.423161,,,A Christmas Horror Story,99.0,5.6,Horror
0.42179,,,Sunset Song,135.0,7.1,Drama
0.429756,,4505.0,Synchronicity,101.0,5.3,Thriller
0.417191,,,12 Gifts of Christmas,84.0,6.3,Family
0.415041,,,The Pack,90.0,5.5,Thriller
0.414913,3000000.0,3387000.0,Demonic,83.0,5.0,Thriller
0.370258,,,The Girl in the Photographs,95.0,4.7,Crime
0.412877,,,The Legend of Barney Thomson,96.0,5.7,Thriller
0.412503,1000000.0,,The Duke of Burgundy,101.0,5.8,Drama
0.409698,,,88,88.0,4.4,Thriller
0.405095,,,The Girl in the Book,86.0,6.2,Drama
0.404511,,,Avengers Grimm,90.0,3.8,Fantasy
0.402236,447524.0,771317.0,The D Train,101.0,4.2,Drama
0.250209,,,The Lion Guard: Return of the Roar,44.0,5.9,Family
0.399947,,228136.0,A Royal Night Out,97.0,6.2,Thriller
0.398982,,,Parallels,83.0,6.1,Science Fiction
0.396791,,830129.0,Born to Be Blue,97.0,6.8,Drama
0.394466,1950000.0,,The Marine 4: Moving Target,90.0,5.7,Thriller
0.393642,,,Tales of Halloween,90.0,5.3,Horror
0.393566,1000000.0,,Blunt Force Trauma,92.0,4.4,Adventure
0.391326,,,Operator,88.0,5.4,Thriller
0.386529,,,The Human Centipede 3 (Final Sequence),103.0,3.5,Horror
0.383406,,49970.0,Spring,109.0,6.5,Horror
0.383183,,,The Intruders,92.0,4.9,Thriller
0.382997,,,We Are Still Here,84.0,5.5,Horror
0.712889999999999,,,Monster High: Haunted,75.0,7.0,Animation
0.378836,,,3-Headed Shark Attack,90.0,3.8,Science Fiction
0.37668,,,Navy Seals vs. Zombies,97.0,3.3,Horror
0.411416,,,Wrecker,83.0,3.6,Thriller
0.374853,,,The Escort,88.0,5.9,Comedy
0.372889,,,Martyrs,86.0,5.0,Drama
0.371145,,,Uncanny,91.0,6.1,Thriller
0.370148,,,Bad Hair Day,90.0,6.5,TV Movie
0.369529,5000000.0,,Area 51,91.0,4.4,Horror
0.369108,,,San Andreas Quake,90.0,3.7,TV Movie
0.36817,6000000.0,,The Runner,90.0,4.8,Drama
0.367617,,,Advantageous,92.0,6.4,Science Fiction
0.367434,,,Partisan,98.0,5.8,Thriller
0.36603,4400000.0,,R.L. Stine's Monsterville: The Cabinet of Souls,85.0,7.2,Comedy
0.365901,10000000.0,17472.0,Strangerland,111.0,5.0,Drama
0.329164,,,Ashby,102.0,5.9,Drama
0.359826,,,Beautiful & Twisted,90.0,5.4,Crime
0.357654,,,Ronaldo,,6.5,Documentary
0.357614,,,Going Clear: Scientology and the Prison of Belief,119.0,7.8,Documentary
0.357567,,,Zipper,103.0,5.5,Thriller
0.356519,,,War Pigs,92.0,4.9,War
0.354624,,,Turbo Kid,95.0,6.6,Adventure
0.350858,,,Barbie in Rock 'N Royals,84.0,6.3,Animation
0.350599,,,Circle,87.0,6.1,Drama
0.348306,,16661077.0,Monkey Kingdom,81.0,6.3,Animation
0.347797,,,Joe Dirt 2: Beautiful Loser,107.0,4.2,Comedy
0.344994,,,Minions: The Competition,4.0,5.9,Animation
0.344549,,7449681.0,I'll See You in My Dreams,92.0,6.2,Drama
0.34253,,,Jesse Stone: Lost in Paradise,87.0,5.6,Drama
0.574031,,494506.0,Steve Jobs: The Man in the Machine,129.0,6.2,Documentary
0.339297,,,Babysitter's Black Book,88.0,5.9,Drama
0.511431,,,The Ones Below,87.0,5.9,Thriller
0.336453,,,Tremors 5: Bloodlines,99.0,5.1,Science Fiction
0.336107,2000000.0,2801508.0,Captive,97.0,5.7,Crime
0.335941,,,Terminus,94.0,4.6,Science Fiction
0.333656,,,Andron,100.0,4.7,Action
0.332921,,,How to Plan an Orgy in a Small Town,101.0,4.7,Comedy
0.330968,,70958.0,Freaks of Nature,92.0,5.6,Science Fiction
0.330484,,,Reversal,80.0,5.4,Thriller
0.329776,,,Batman Unlimited: Monster Mayhem,81.0,6.1,Action
0.329109,27000000.0,,The Lovers,109.0,4.6,Action
0.327373,,,Holding the Man,128.0,7.9,Drama
0.327066,,,Harbinger Down,82.0,4.2,Science Fiction
0.32705,,,Batman Unlimited: Animal Instincts,78.0,5.8,Action
0.324666,,,Entertainment,113.0,4.0,Drama
0.324515,,,Meadowland,105.0,6.4,Drama
0.324,,643557.0,The Stanford Prison Experiment,122.0,6.8,Thriller
0.390188,,,The Girl King,106.0,6.1,Drama
0.322653,,,Bessie,107.0,5.9,Drama
0.32264,,,The Atticus Institute,92.0,5.3,Horror
0.30035,,,The Hoarder,86.0,4.2,Thriller
0.318459,,,I Smile Back,85.0,5.7,Drama
0.315196,,,Oddball,95.0,6.1,Family
0.314198999999999,,2334228.0,Meru,89.0,6.9,Adventure
0.422901,,,Sanjay's Super Team,7.0,6.9,Animation
0.307395,,3447633.0,Learning to Drive,105.0,5.9,Romance
0.305916,,,Christmas Eve,95.0,5.8,Romance
0.302474,,,The Sisterhood of Night,104.0,6.6,Mystery
0.301343,,,Sharknado 3: Oh Hell No!,88.0,4.5,TV Movie
0.300128,,,12 Rounds 3: Lockdown,90.0,4.5,Action
0.198522,,,Hitting the Apex,138.0,8.0,Documentary
0.299427,,4444.0,Club Life,90.0,6.3,Drama
0.298861,,,Cleveland Abduction,88.0,6.3,Drama
0.298751,5000000.0,4842699.0,90 Minutes in Heaven,121.0,5.7,Drama
0.298628,,,Lavalantula,83.0,5.6,Horror
0.295946,,,Unexpected,90.0,5.7,Drama
0.404363,3500000.0,,Justice League: Throne of Atlantis,72.0,6.5,Science Fiction
0.26501,,,Lady Chatterley's Lover,89.0,6.3,Romance
0.292437,,,The Wicked Within,91.0,4.1,Horror
0.291244,,,Bridgend,95.0,5.7,Drama
0.290424,,,Backcountry,92.0,5.8,Drama
0.289526,700000.0,,Walter,87.0,5.2,Drama
0.288598,500000.0,,Ratter,80.0,5.2,Drama
0.309811,,,An Inspector Calls,86.0,7.8,Drama
0.286266,,,The Survivalist,104.0,6.4,Drama
0.28337,,,Don't Grow Up,81.0,3.9,Horror
0.283194,2000000.0,,Night Of The Living Deb,85.0,5.7,Comedy
0.282237,,,No Stranger Than Love,89.0,4.1,Romance
0.280878,,,The Hive,89.0,5.5,Horror
0.278583,,,Back in Time,95.0,5.8,History
0.277844,,,Nina Forever,98.0,4.8,Horror
0.277613,,,Some Kind Of Hate,82.0,3.9,Horror
0.277035,1000000.0,,The Dead Room,80.0,4.6,Horror
0.272995,,,Condemned,83.0,3.7,Horror
0.270842,,,Night Owls,91.0,7.1,Drama
0.270786,,,The Sand,84.0,3.9,Science Fiction
0.171829,,,Digging for Fire,83.0,4.9,Drama
0.264997,,,Ten Thousand Saints,113.0,6.0,Music
0.261932,,,From the Dark,90.0,6.1,Horror
0.261717,20000000.0,,My All American,118.0,6.9,Drama
0.260045,,,Hangman,85.0,3.9,Thriller
0.202673,,,Larry Gaye: Renegade Male Flight Attendant,99.0,5.3,Comedy
0.259794,600000.0,7087452.0,Grandma,78.0,5.6,Drama
0.097514,,,Anarchy Parlor,,5.6,Horror
0.256542,,,Summer Camp,81.0,5.3,Horror
0.256286,,,Backmask,91.0,4.6,Thriller
0.255458,,,Already Tomorrow in Hong Kong,78.0,5.4,Romance
0.250866,,,Those People,89.0,7.2,Romance
0.249595,,,Show Me a Hero,300.0,7.7,History
0.248964,,,Curve,86.0,4.4,Horror
0.24828,7500000.0,,Pound of Flesh,104.0,5.4,Action
0.247595,,,Cyberbully,62.0,6.4,Drama
0.247589,,,Final Girl,90.0,4.8,Action
0.247426,,2642899.0,He Named Me Malala,87.0,5.3,Documentary
0.246609,,,The Driftless Area,95.0,5.0,Romance
0.245948,,,Do You Believe?,115.0,7.4,Fantasy
0.24495,,,7 Days in Hell,43.0,6.4,TV Movie
0.243691,,,Teen Beach 2,104.0,6.4,Comedy
0.243321,1500000.0,,Full Out,94.0,7.2,History
0.242078,1500000.0,,Narcopolis,96.0,4.4,Thriller
0.242,,,Staten Island Summer,108.0,5.6,Comedy
0.241284,,,Safelight,84.0,5.8,Drama
0.239558,,,Bad Roomies,93.0,5.1,Comedy
0.239496,,,Close Range,80.0,5.0,Crime
